record_num,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,country
30,0.901,https://api.spotify.com/v1/audio-analysis/3ayrHkyorPEpeOBvZ76SwG,0.363,237000,0.233,3ayrHkyorPEpeOBvZ76SwG,4.79e-06,7,0.109,-11.531,1,0.0499,77.378,4,https://api.spotify.com/v1/tracks/3ayrHkyorPEpeOBvZ76SwG,audio_features,spotify:track:3ayrHkyorPEpeOBvZ76SwG,0.341,Taiwan
31,0.421,https://api.spotify.com/v1/audio-analysis/7cE5ehlKJ3L9Ejhzm3udcF,0.36,282770,0.465,7cE5ehlKJ3L9Ejhzm3udcF,0.000278,10,0.109,-8.483,1,0.0337,169.845,4,https://api.spotify.com/v1/tracks/7cE5ehlKJ3L9Ejhzm3udcF,audio_features,spotify:track:7cE5ehlKJ3L9Ejhzm3udcF,0.205,Taiwan
32,0.339,https://api.spotify.com/v1/audio-analysis/37BXaP8wCJrH0M3AdtSNyk,0.618,299334,0.573,37BXaP8wCJrH0M3AdtSNyk,0.0,4,0.13,-5.309,1,0.0363,133.986,4,https://api.spotify.com/v1/tracks/37BXaP8wCJrH0M3AdtSNyk,audio_features,spotify:track:37BXaP8wCJrH0M3AdtSNyk,0.157,Taiwan
33,0.714,https://api.spotify.com/v1/audio-analysis/7mCr6Rn5jx04Fisvts97Z3,0.522,256000,0.383,7mCr6Rn5jx04Fisvts97Z3,1.67e-05,4,0.106,-10.962,1,0.0285,150.018,4,https://api.spotify.com/v1/tracks/7mCr6Rn5jx04Fisvts97Z3,audio_features,spotify:track:7mCr6Rn5jx04Fisvts97Z3,0.332,Taiwan
34,0.322,https://api.spotify.com/v1/audio-analysis/6XY80Ofqd8j0SGiEdRLwCp,0.518,279147,0.462,6XY80Ofqd8j0SGiEdRLwCp,3.13e-06,10,0.117,-8.471,1,0.0277,131.892,4,https://api.spotify.com/v1/tracks/6XY80Ofqd8j0SGiEdRLwCp,audio_features,spotify:track:6XY80Ofqd8j0SGiEdRLwCp,0.289,Taiwan
35,0.4,https://api.spotify.com/v1/audio-analysis/1bkvGbgK4HU8B7Ue4k7O7I,0.539,235505,0.668,1bkvGbgK4HU8B7Ue4k7O7I,0.0,1,0.0864,-6.825,0,0.0825,175.867,4,https://api.spotify.com/v1/tracks/1bkvGbgK4HU8B7Ue4k7O7I,audio_features,spotify:track:1bkvGbgK4HU8B7Ue4k7O7I,0.238,Taiwan
36,0.373,https://api.spotify.com/v1/audio-analysis/2GJ9TC1R5yzZ2gYPKGPGyp,0.523,253383,0.522,2GJ9TC1R5yzZ2gYPKGPGyp,0.0,0,0.0831,-6.366,1,0.0367,123.482,4,https://api.spotify.com/v1/tracks/2GJ9TC1R5yzZ2gYPKGPGyp,audio_features,spotify:track:2GJ9TC1R5yzZ2gYPKGPGyp,0.243,Taiwan
37,0.876,https://api.spotify.com/v1/audio-analysis/7EoyERNueJuFlQbyrRB0US,0.601,221447,0.316,7EoyERNueJuFlQbyrRB0US,2.64e-05,7,0.365,-9.55,1,0.0365,130.118,4,https://api.spotify.com/v1/tracks/7EoyERNueJuFlQbyrRB0US,audio_features,spotify:track:7EoyERNueJuFlQbyrRB0US,0.375,Taiwan
38,0.112,https://api.spotify.com/v1/audio-analysis/7fjGyTWookViY8LlvjqpVq,0.373,199756,0.5,7fjGyTWookViY8LlvjqpVq,5.89e-06,8,0.106,-8.214,1,0.033,141.878,4,https://api.spotify.com/v1/tracks/7fjGyTWookViY8LlvjqpVq,audio_features,spotify:track:7fjGyTWookViY8LlvjqpVq,0.161,Taiwan
39,0.251,https://api.spotify.com/v1/audio-analysis/7J6wLr8qRqLPMeOZlR54NM,0.473,259373,0.488,7J6wLr8qRqLPMeOZlR54NM,8.32e-06,0,0.11,-9.979,1,0.0477,129.523,4,https://api.spotify.com/v1/tracks/7J6wLr8qRqLPMeOZlR54NM,audio_features,spotify:track:7J6wLr8qRqLPMeOZlR54NM,0.203,Taiwan
40,0.794,https://api.spotify.com/v1/audio-analysis/5jOYtMuC6lc0pvebPfQDDF,0.552,316933,0.405,5jOYtMuC6lc0pvebPfQDDF,2.14e-05,6,0.123,-9.541,1,0.0251,104.959,4,https://api.spotify.com/v1/tracks/5jOYtMuC6lc0pvebPfQDDF,audio_features,spotify:track:5jOYtMuC6lc0pvebPfQDDF,0.314,Taiwan
41,0.636,https://api.spotify.com/v1/audio-analysis/4F7ZAsndEIJXyFzJUHNlRu,0.519,228571,0.342,4F7ZAsndEIJXyFzJUHNlRu,0.0,1,0.1,-5.54,1,0.0257,143.819,4,https://api.spotify.com/v1/tracks/4F7ZAsndEIJXyFzJUHNlRu,audio_features,spotify:track:4F7ZAsndEIJXyFzJUHNlRu,0.425,Taiwan
42,0.0992,https://api.spotify.com/v1/audio-analysis/1TaQciB8qqRZ9fxWGhS65X,0.628,201081,0.64,1TaQciB8qqRZ9fxWGhS65X,0.0,6,0.138,-4.164,0,0.049,129.815,4,https://api.spotify.com/v1/tracks/1TaQciB8qqRZ9fxWGhS65X,audio_features,spotify:track:1TaQciB8qqRZ9fxWGhS65X,0.409,Taiwan
43,0.0577,https://api.spotify.com/v1/audio-analysis/2uHMTG5xr9Xk7MrXIWrVUH,0.648,191719,0.716,2uHMTG5xr9Xk7MrXIWrVUH,2.16e-05,10,0.09,-6.657,0,0.0401,98.014,4,https://api.spotify.com/v1/tracks/2uHMTG5xr9Xk7MrXIWrVUH,audio_features,spotify:track:2uHMTG5xr9Xk7MrXIWrVUH,0.287,Taiwan
44,0.0264,https://api.spotify.com/v1/audio-analysis/0cONHWTIfgEpAuVwbbwGgc,0.767,182344,0.625,0cONHWTIfgEpAuVwbbwGgc,2.03e-06,11,0.122,-7.43,0,0.18,97.985,4,https://api.spotify.com/v1/tracks/0cONHWTIfgEpAuVwbbwGgc,audio_features,spotify:track:0cONHWTIfgEpAuVwbbwGgc,0.58,Taiwan
45,0.854,https://api.spotify.com/v1/audio-analysis/7AD1bYfx0VfFCFZgEbsya4,0.6,245916,0.39,7AD1bYfx0VfFCFZgEbsya4,5.58e-06,3,0.116,-9.756,1,0.0311,130.066,4,https://api.spotify.com/v1/tracks/7AD1bYfx0VfFCFZgEbsya4,audio_features,spotify:track:7AD1bYfx0VfFCFZgEbsya4,0.142,Taiwan
46,0.0215,https://api.spotify.com/v1/audio-analysis/2HmM5p02Q2qrYZvXJRLVx3,0.526,229333,0.671,2HmM5p02Q2qrYZvXJRLVx3,2.7e-06,5,0.104,-5.655,1,0.0324,164.062,4,https://api.spotify.com/v1/tracks/2HmM5p02Q2qrYZvXJRLVx3,audio_features,spotify:track:2HmM5p02Q2qrYZvXJRLVx3,0.204,Taiwan
47,0.734,https://api.spotify.com/v1/audio-analysis/5ZaPc3ILOQT4Qc26AZe9od,0.495,248280,0.348,5ZaPc3ILOQT4Qc26AZe9od,0.0,8,0.0801,-8.471,1,0.0558,129.913,4,https://api.spotify.com/v1/tracks/5ZaPc3ILOQT4Qc26AZe9od,audio_features,spotify:track:5ZaPc3ILOQT4Qc26AZe9od,0.184,Taiwan
48,0.571,https://api.spotify.com/v1/audio-analysis/5L4SEyWUITg8hob1EmLmZe,0.669,175500,0.698,5L4SEyWUITg8hob1EmLmZe,0.0,11,0.102,-4.613,1,0.091,80.003,4,https://api.spotify.com/v1/tracks/5L4SEyWUITg8hob1EmLmZe,audio_features,spotify:track:5L4SEyWUITg8hob1EmLmZe,0.286,Taiwan
49,0.0122,https://api.spotify.com/v1/audio-analysis/2FXd6kKCtBIc6UfN1gH1pA,0.697,213886,0.874,2FXd6kKCtBIc6UfN1gH1pA,0.0,5,0.627,-2.15,0,0.045,132.022,4,https://api.spotify.com/v1/tracks/2FXd6kKCtBIc6UfN1gH1pA,audio_features,spotify:track:2FXd6kKCtBIc6UfN1gH1pA,0.775,Taiwan
0,0.328,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,0.701,194088,0.425,2Fxmhks0bxGSBdJ92vM42m,0.13,7,0.1,-10.965,1,0.375,135.128,4,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,audio_features,spotify:track:2Fxmhks0bxGSBdJ92vM42m,0.562,Thailand
1,0.556,https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P,0.76,158040,0.479,3KkXRkHbMCARz0aVfEt68P,0.0,2,0.0703,-5.574,1,0.0466,89.911,4,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,audio_features,spotify:track:3KkXRkHbMCARz0aVfEt68P,0.913,Thailand
2,0.0923,https://api.spotify.com/v1/audio-analysis/5KawlOMHjWeUjQtnuRs22c,0.645,229773,0.862,5KawlOMHjWeUjQtnuRs22c,0.0,11,0.192,-4.757,0,0.0965,119.991,4,https://api.spotify.com/v1/tracks/5KawlOMHjWeUjQtnuRs22c,audio_features,spotify:track:5KawlOMHjWeUjQtnuRs22c,0.798,Thailand
3,0.176,https://api.spotify.com/v1/audio-analysis/7COXchtUOMd6uIT6HvmRaI,0.599,162583,0.733,7COXchtUOMd6uIT6HvmRaI,0.0,11,0.242,-7.058,1,0.203,102.211,4,https://api.spotify.com/v1/tracks/7COXchtUOMd6uIT6HvmRaI,audio_features,spotify:track:7COXchtUOMd6uIT6HvmRaI,0.534,Thailand
4,0.229,https://api.spotify.com/v1/audio-analysis/3e9HZxeyfWwjeyPAMmWSSQ,0.717,207320,0.653,3e9HZxeyfWwjeyPAMmWSSQ,0.0,1,0.101,-5.634,1,0.0658,106.966,4,https://api.spotify.com/v1/tracks/3e9HZxeyfWwjeyPAMmWSSQ,audio_features,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,0.412,Thailand
5,0.592,https://api.spotify.com/v1/audio-analysis/6ocbgoVGwYJhOv1GgI9NsF,0.778,178627,0.317,6ocbgoVGwYJhOv1GgI9NsF,0.0,1,0.0881,-10.732,0,0.334,140.048,4,https://api.spotify.com/v1/tracks/6ocbgoVGwYJhOv1GgI9NsF,audio_features,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,0.327,Thailand
6,0.051,https://api.spotify.com/v1/audio-analysis/6TqXcAFInzjp0bODyvrWEq,0.901,197573,0.4,6TqXcAFInzjp0bODyvrWEq,0.0,0,0.0599,-8.575,1,0.126,135.984,4,https://api.spotify.com/v1/tracks/6TqXcAFInzjp0bODyvrWEq,audio_features,spotify:track:6TqXcAFInzjp0bODyvrWEq,0.346,Thailand
7,0.125,https://api.spotify.com/v1/audio-analysis/5hnbE5BF2e8BCk9OMR1UVC,0.58,224225,0.858,5hnbE5BF2e8BCk9OMR1UVC,0.0,8,0.0502,-5.212,1,0.114,174.039,3,https://api.spotify.com/v1/tracks/5hnbE5BF2e8BCk9OMR1UVC,audio_features,spotify:track:5hnbE5BF2e8BCk9OMR1UVC,0.475,Thailand
8,0.0104,https://api.spotify.com/v1/audio-analysis/6KUE0HSSudAp9AOycaF6SH,0.638,226321,0.703,6KUE0HSSudAp9AOycaF6SH,0.0,7,0.132,-7.874,1,0.444,105.766,4,https://api.spotify.com/v1/tracks/6KUE0HSSudAp9AOycaF6SH,audio_features,spotify:track:6KUE0HSSudAp9AOycaF6SH,0.261,Thailand
9,0.0142,https://api.spotify.com/v1/audio-analysis/7lthOBXNue2IvedLRfkod8,0.633,234178,0.799,7lthOBXNue2IvedLRfkod8,0.0,7,0.194,-4.625,0,0.0429,142.991,4,https://api.spotify.com/v1/tracks/7lthOBXNue2IvedLRfkod8,audio_features,spotify:track:7lthOBXNue2IvedLRfkod8,0.535,Thailand
10,0.04,https://api.spotify.com/v1/audio-analysis/6JdS5rJvJaRA7B1tcm7kxZ,0.502,249215,0.91,6JdS5rJvJaRA7B1tcm7kxZ,0.0,7,0.319,-2.769,1,0.107,176.084,4,https://api.spotify.com/v1/tracks/6JdS5rJvJaRA7B1tcm7kxZ,audio_features,spotify:track:6JdS5rJvJaRA7B1tcm7kxZ,0.588,Thailand
11,0.226,https://api.spotify.com/v1/audio-analysis/0eeeyCAGnGZInPtpkdYiPa,0.608,227275,0.47,0eeeyCAGnGZInPtpkdYiPa,0.0,8,0.0963,-6.73,1,0.0428,81.0,4,https://api.spotify.com/v1/tracks/0eeeyCAGnGZInPtpkdYiPa,audio_features,spotify:track:0eeeyCAGnGZInPtpkdYiPa,0.241,Thailand
12,0.0324,https://api.spotify.com/v1/audio-analysis/4Sib57MmYGJzSvkW84jTwh,0.715,193040,0.832,4Sib57MmYGJzSvkW84jTwh,0.0,0,0.112,-4.08,1,0.0502,91.006,4,https://api.spotify.com/v1/tracks/4Sib57MmYGJzSvkW84jTwh,audio_features,spotify:track:4Sib57MmYGJzSvkW84jTwh,0.66,Thailand
13,0.601,https://api.spotify.com/v1/audio-analysis/18uwL0vNUanqZH0ro2QcOP,0.794,181613,0.188,18uwL0vNUanqZH0ro2QcOP,0.0,0,0.637,-11.957,1,0.0523,93.967,4,https://api.spotify.com/v1/tracks/18uwL0vNUanqZH0ro2QcOP,audio_features,spotify:track:18uwL0vNUanqZH0ro2QcOP,0.64,Thailand
14,0.0323,https://api.spotify.com/v1/audio-analysis/2aI2k39nfa3KFsa4JclQzw,0.671,209355,0.859,2aI2k39nfa3KFsa4JclQzw,0.0,4,0.267,-3.922,0,0.0833,139.931,4,https://api.spotify.com/v1/tracks/2aI2k39nfa3KFsa4JclQzw,audio_features,spotify:track:2aI2k39nfa3KFsa4JclQzw,0.389,Thailand
15,0.0861,https://api.spotify.com/v1/audio-analysis/2wVDWtLKXunswWecARNILj,0.751,169567,0.642,2wVDWtLKXunswWecARNILj,0.0,3,0.0953,-5.165,0,0.087,95.045,4,https://api.spotify.com/v1/tracks/2wVDWtLKXunswWecARNILj,audio_features,spotify:track:2wVDWtLKXunswWecARNILj,0.388,Thailand
16,0.00116,https://api.spotify.com/v1/audio-analysis/0GU5GuJQQEnnREO2FxnVPT,0.79,199874,0.853,0GU5GuJQQEnnREO2FxnVPT,4.23e-05,11,0.329,-4.564,0,0.0665,124.998,4,https://api.spotify.com/v1/tracks/0GU5GuJQQEnnREO2FxnVPT,audio_features,spotify:track:0GU5GuJQQEnnREO2FxnVPT,0.713,Thailand
17,0.321,https://api.spotify.com/v1/audio-analysis/4SHhui9S7lFYGHXikfneGo,0.454,178550,0.583,4SHhui9S7lFYGHXikfneGo,1.06e-05,2,0.332,-6.596,1,0.133,89.134,4,https://api.spotify.com/v1/tracks/4SHhui9S7lFYGHXikfneGo,audio_features,spotify:track:4SHhui9S7lFYGHXikfneGo,0.216,Thailand
18,0.32,https://api.spotify.com/v1/audio-analysis/4pUCKHjJ4Ijewc37rRrvHn,0.738,189052,0.861,4pUCKHjJ4Ijewc37rRrvHn,0.00175,2,0.325,-4.141,1,0.237,131.974,4,https://api.spotify.com/v1/tracks/4pUCKHjJ4Ijewc37rRrvHn,audio_features,spotify:track:4pUCKHjJ4Ijewc37rRrvHn,0.58,Thailand
19,0.801,https://api.spotify.com/v1/audio-analysis/3BK6m6yU8BAW5z71FnU3nu,0.657,221229,0.751,3BK6m6yU8BAW5z71FnU3nu,1.7e-06,0,0.102,-7.399,1,0.0331,100.031,4,https://api.spotify.com/v1/tracks/3BK6m6yU8BAW5z71FnU3nu,audio_features,spotify:track:3BK6m6yU8BAW5z71FnU3nu,0.834,Thailand
20,0.0992,https://api.spotify.com/v1/audio-analysis/1TaQciB8qqRZ9fxWGhS65X,0.628,201081,0.64,1TaQciB8qqRZ9fxWGhS65X,0.0,6,0.138,-4.164,0,0.049,129.815,4,https://api.spotify.com/v1/tracks/1TaQciB8qqRZ9fxWGhS65X,audio_features,spotify:track:1TaQciB8qqRZ9fxWGhS65X,0.409,Thailand
21,0.415,https://api.spotify.com/v1/audio-analysis/0rvNW2zfoFqdz7jHw3VqSQ,0.552,279000,0.569,0rvNW2zfoFqdz7jHw3VqSQ,0.0,9,0.112,-4.666,1,0.0277,79.995,4,https://api.spotify.com/v1/tracks/0rvNW2zfoFqdz7jHw3VqSQ,audio_features,spotify:track:0rvNW2zfoFqdz7jHw3VqSQ,0.349,Thailand
22,0.184,https://api.spotify.com/v1/audio-analysis/7b9aHUDuKbMztMZQ90I7CY,0.853,265366,0.806,7b9aHUDuKbMztMZQ90I7CY,0.0,0,0.0867,-3.95,0,0.124,122.987,4,https://api.spotify.com/v1/tracks/7b9aHUDuKbMztMZQ90I7CY,audio_features,spotify:track:7b9aHUDuKbMztMZQ90I7CY,0.895,Thailand
23,0.396,https://api.spotify.com/v1/audio-analysis/36QNwsq4EpOdS3E4WEJphO,0.85,158000,0.542,36QNwsq4EpOdS3E4WEJphO,9.74e-06,9,0.0865,-7.348,1,0.0417,90.0,4,https://api.spotify.com/v1/tracks/36QNwsq4EpOdS3E4WEJphO,audio_features,spotify:track:36QNwsq4EpOdS3E4WEJphO,0.908,Thailand
24,0.0427,https://api.spotify.com/v1/audio-analysis/7woh2lJvyILYxSQ1kXTI3d,0.489,251947,0.714,7woh2lJvyILYxSQ1kXTI3d,0.000306,0,0.099,-5.771,1,0.0274,90.991,4,https://api.spotify.com/v1/tracks/7woh2lJvyILYxSQ1kXTI3d,audio_features,spotify:track:7woh2lJvyILYxSQ1kXTI3d,0.284,Thailand
25,0.382,https://api.spotify.com/v1/audio-analysis/42pEFPN6KrUydf2ufdampZ,0.913,243529,0.591,42pEFPN6KrUydf2ufdampZ,0.0,11,0.0739,-4.789,1,0.0996,135.957,4,https://api.spotify.com/v1/tracks/42pEFPN6KrUydf2ufdampZ,audio_features,spotify:track:42pEFPN6KrUydf2ufdampZ,0.772,Thailand
26,0.589,https://api.spotify.com/v1/audio-analysis/3i1rSzXFJpSiEu0zZiEmpD,0.715,230938,0.605,3i1rSzXFJpSiEu0zZiEmpD,0.0,4,0.126,-8.168,1,0.0521,93.958,4,https://api.spotify.com/v1/tracks/3i1rSzXFJpSiEu0zZiEmpD,audio_features,spotify:track:3i1rSzXFJpSiEu0zZiEmpD,0.772,Thailand
27,0.555,https://api.spotify.com/v1/audio-analysis/7xJowlJfrvuFbooVesjFm0,0.539,229367,0.739,7xJowlJfrvuFbooVesjFm0,0.0,10,0.0986,-4.543,1,0.0318,78.995,4,https://api.spotify.com/v1/tracks/7xJowlJfrvuFbooVesjFm0,audio_features,spotify:track:7xJowlJfrvuFbooVesjFm0,0.848,Thailand
28,0.299,https://api.spotify.com/v1/audio-analysis/3nQlPsRsO4mEqVaiqErCLO,0.715,238063,0.503,3nQlPsRsO4mEqVaiqErCLO,1.92e-06,3,0.113,-5.5,1,0.0266,93.023,4,https://api.spotify.com/v1/tracks/3nQlPsRsO4mEqVaiqErCLO,audio_features,spotify:track:3nQlPsRsO4mEqVaiqErCLO,0.416,Thailand
29,0.31,https://api.spotify.com/v1/audio-analysis/4afuOwuWWRoS8HEw1cyVUZ,0.424,240000,0.651,4afuOwuWWRoS8HEw1cyVUZ,0.0,0,0.0715,-5.306,1,0.0967,84.01,4,https://api.spotify.com/v1/tracks/4afuOwuWWRoS8HEw1cyVUZ,audio_features,spotify:track:4afuOwuWWRoS8HEw1cyVUZ,0.636,Thailand
30,0.164,https://api.spotify.com/v1/audio-analysis/2USX969yFQ250hBULh6Ope,0.629,267123,0.763,2USX969yFQ250hBULh6Ope,0.0,2,0.176,-5.47,1,0.0744,146.012,4,https://api.spotify.com/v1/tracks/2USX969yFQ250hBULh6Ope,audio_features,spotify:track:2USX969yFQ250hBULh6Ope,0.809,Thailand
31,0.561,https://api.spotify.com/v1/audio-analysis/0OBPjif46Jbz7c4xIqiBEw,0.573,245000,0.8,0OBPjif46Jbz7c4xIqiBEw,0.0,5,0.185,-4.954,1,0.0443,138.041,4,https://api.spotify.com/v1/tracks/0OBPjif46Jbz7c4xIqiBEw,audio_features,spotify:track:0OBPjif46Jbz7c4xIqiBEw,0.617,Thailand
32,0.378,https://api.spotify.com/v1/audio-analysis/00QJNqqJoah8KE7UBDpCHy,0.546,239286,0.747,00QJNqqJoah8KE7UBDpCHy,0.0,11,0.139,-4.905,0,0.0624,83.826,4,https://api.spotify.com/v1/tracks/00QJNqqJoah8KE7UBDpCHy,audio_features,spotify:track:00QJNqqJoah8KE7UBDpCHy,0.526,Thailand
33,0.386,https://api.spotify.com/v1/audio-analysis/7ft1JAnJ3VUEAB2HGaLKP8,0.811,209143,0.676,7ft1JAnJ3VUEAB2HGaLKP8,0.0,10,0.114,-6.291,1,0.12,140.014,4,https://api.spotify.com/v1/tracks/7ft1JAnJ3VUEAB2HGaLKP8,audio_features,spotify:track:7ft1JAnJ3VUEAB2HGaLKP8,0.776,Thailand
34,0.13,https://api.spotify.com/v1/audio-analysis/6XQ71HC6xxRbVZZD6Bodju,0.802,223388,0.559,6XQ71HC6xxRbVZZD6Bodju,0.0,0,0.0821,-5.519,1,0.0378,95.003,4,https://api.spotify.com/v1/tracks/6XQ71HC6xxRbVZZD6Bodju,audio_features,spotify:track:6XQ71HC6xxRbVZZD6Bodju,0.302,Thailand
35,0.556,https://api.spotify.com/v1/audio-analysis/5PMJyQr4nI8L78r6TXumeU,0.766,281000,0.698,5PMJyQr4nI8L78r6TXumeU,0.00243,6,0.224,-7.664,1,0.0339,113.086,4,https://api.spotify.com/v1/tracks/5PMJyQr4nI8L78r6TXumeU,audio_features,spotify:track:5PMJyQr4nI8L78r6TXumeU,0.725,Thailand
36,0.41,https://api.spotify.com/v1/audio-analysis/09Mn2O6dtMLCKdeD0BtLdO,0.858,212571,0.56,09Mn2O6dtMLCKdeD0BtLdO,0.0,2,0.111,-6.24,1,0.106,139.989,4,https://api.spotify.com/v1/tracks/09Mn2O6dtMLCKdeD0BtLdO,audio_features,spotify:track:09Mn2O6dtMLCKdeD0BtLdO,0.966,Thailand
37,0.0153,https://api.spotify.com/v1/audio-analysis/5R0cvR5BMFkLomChhmcCzr,0.764,191226,0.787,5R0cvR5BMFkLomChhmcCzr,0.0,1,0.0736,-3.647,0,0.0445,124.949,4,https://api.spotify.com/v1/tracks/5R0cvR5BMFkLomChhmcCzr,audio_features,spotify:track:5R0cvR5BMFkLomChhmcCzr,0.381,Thailand
38,0.364,https://api.spotify.com/v1/audio-analysis/3JrekkAlDuRg0iRBwVUTBy,0.827,244583,0.52,3JrekkAlDuRg0iRBwVUTBy,0.0,6,0.0923,-6.852,1,0.141,143.964,4,https://api.spotify.com/v1/tracks/3JrekkAlDuRg0iRBwVUTBy,audio_features,spotify:track:3JrekkAlDuRg0iRBwVUTBy,0.451,Thailand
39,0.0587,https://api.spotify.com/v1/audio-analysis/3seGmbdxubyOV7rAnUYAWh,0.743,184421,0.841,3seGmbdxubyOV7rAnUYAWh,0.0,9,0.302,-5.599,1,0.0322,95.002,4,https://api.spotify.com/v1/tracks/3seGmbdxubyOV7rAnUYAWh,audio_features,spotify:track:3seGmbdxubyOV7rAnUYAWh,0.871,Thailand
40,0.37,https://api.spotify.com/v1/audio-analysis/5lxItfla07vroV2vuGwe75,0.637,304430,0.665,5lxItfla07vroV2vuGwe75,1.47e-06,11,0.0817,-6.781,1,0.0668,81.994,4,https://api.spotify.com/v1/tracks/5lxItfla07vroV2vuGwe75,audio_features,spotify:track:5lxItfla07vroV2vuGwe75,0.468,Thailand
41,0.718,https://api.spotify.com/v1/audio-analysis/0EYgFMIXhjcFgX6xe2NY9v,0.555,285002,0.593,0EYgFMIXhjcFgX6xe2NY9v,0.0,9,0.101,-6.321,1,0.0674,176.026,4,https://api.spotify.com/v1/tracks/0EYgFMIXhjcFgX6xe2NY9v,audio_features,spotify:track:0EYgFMIXhjcFgX6xe2NY9v,0.482,Thailand
42,0.338,https://api.spotify.com/v1/audio-analysis/6SrJGBmuQGR8SKpPqHfXz4,0.683,200171,0.41,6SrJGBmuQGR8SKpPqHfXz4,7.7e-06,6,0.111,-9.448,0,0.0261,100.025,4,https://api.spotify.com/v1/tracks/6SrJGBmuQGR8SKpPqHfXz4,audio_features,spotify:track:6SrJGBmuQGR8SKpPqHfXz4,0.0772,Thailand
43,0.515,https://api.spotify.com/v1/audio-analysis/2S3r0O3Dkgf797IguE4DeY,0.776,186462,0.537,2S3r0O3Dkgf797IguE4DeY,0.0,0,0.285,-7.447,1,0.0661,130.027,4,https://api.spotify.com/v1/tracks/2S3r0O3Dkgf797IguE4DeY,audio_features,spotify:track:2S3r0O3Dkgf797IguE4DeY,0.513,Thailand
44,0.23,https://api.spotify.com/v1/audio-analysis/5EnkQKL8MNjxccKXy6g24g,0.834,234000,0.654,5EnkQKL8MNjxccKXy6g24g,0.0,6,0.043,-5.717,0,0.148,138.028,4,https://api.spotify.com/v1/tracks/5EnkQKL8MNjxccKXy6g24g,audio_features,spotify:track:5EnkQKL8MNjxccKXy6g24g,0.953,Thailand
45,0.444,https://api.spotify.com/v1/audio-analysis/32107DdzIGbVs9Pi54MuRS,0.561,191030,0.422,32107DdzIGbVs9Pi54MuRS,0.0,4,0.0867,-4.998,0,0.0267,110.037,4,https://api.spotify.com/v1/tracks/32107DdzIGbVs9Pi54MuRS,audio_features,spotify:track:32107DdzIGbVs9Pi54MuRS,0.182,Thailand
46,0.313,https://api.spotify.com/v1/audio-analysis/0zEb36zrMAhdM851DxG1Oy,0.37,319750,0.822,0zEb36zrMAhdM851DxG1Oy,0.331,2,0.116,-5.785,1,0.0332,175.991,4,https://api.spotify.com/v1/tracks/0zEb36zrMAhdM851DxG1Oy,audio_features,spotify:track:0zEb36zrMAhdM851DxG1Oy,0.56,Thailand
47,0.0122,https://api.spotify.com/v1/audio-analysis/2FXd6kKCtBIc6UfN1gH1pA,0.697,213886,0.874,2FXd6kKCtBIc6UfN1gH1pA,0.0,5,0.627,-2.15,0,0.045,132.022,4,https://api.spotify.com/v1/tracks/2FXd6kKCtBIc6UfN1gH1pA,audio_features,spotify:track:2FXd6kKCtBIc6UfN1gH1pA,0.775,Thailand
48,0.252,https://api.spotify.com/v1/audio-analysis/3f3L2MP4oniV1bmSxGbcW4,0.685,184000,0.738,3f3L2MP4oniV1bmSxGbcW4,0.0465,2,0.111,-8.211,1,0.0327,85.009,4,https://api.spotify.com/v1/tracks/3f3L2MP4oniV1bmSxGbcW4,audio_features,spotify:track:3f3L2MP4oniV1bmSxGbcW4,0.784,Thailand
49,0.22,https://api.spotify.com/v1/audio-analysis/5zKV0E5GsIoiNDZ9Xn7bTi,0.763,214042,0.936,5zKV0E5GsIoiNDZ9Xn7bTi,0.0,1,0.364,-5.333,1,0.049,120.976,4,https://api.spotify.com/v1/tracks/5zKV0E5GsIoiNDZ9Xn7bTi,audio_features,spotify:track:5zKV0E5GsIoiNDZ9Xn7bTi,0.86,Thailand
0,0.328,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,0.701,194088,0.425,2Fxmhks0bxGSBdJ92vM42m,0.13,7,0.1,-10.965,1,0.375,135.128,4,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,audio_features,spotify:track:2Fxmhks0bxGSBdJ92vM42m,0.562,Turkey
1,0.74,https://api.spotify.com/v1/audio-analysis/4SSnFejRGlZikf02HLewEF,0.905,193143,0.389,4SSnFejRGlZikf02HLewEF,0.162,8,0.106,-14.505,1,0.332,120.046,4,https://api.spotify.com/v1/tracks/4SSnFejRGlZikf02HLewEF,audio_features,spotify:track:4SSnFejRGlZikf02HLewEF,0.196,Turkey
2,0.74,https://api.spotify.com/v1/audio-analysis/2qxmye6gAegTMjLKEBoR3d,0.652,169354,0.557,2qxmye6gAegTMjLKEBoR3d,0.0,1,0.124,-5.714,0,0.0318,150.073,4,https://api.spotify.com/v1/tracks/2qxmye6gAegTMjLKEBoR3d,audio_features,spotify:track:2qxmye6gAegTMjLKEBoR3d,0.483,Turkey
